title,doi,year,itemtype,isbn,topics,Authorinfo ->,ut_authors,ut_groups,Openaccessinfo ->,is_openaccess,openaccess_type,found_as_green,present_in_pure,license,URLs ->,primary_link,pdf_link_primary,openalex_url,pure_page_link,pure_file_link,scopus_link,Journalinfo ->,journal,journal_issn,journal_e_issn,journal_publisher,volume,issue,pages,pagescount,MUS links ->,mus_paper_details,mus_api_url_paper,mus_api_url_pure_entry,mus_api_url_pure_report_details
Early Predictors for Discharge to Geriatric Rehabilitation after Hip Fracture Treatment of Older Patients,https://doi.org/10.1016/j.jamda.2021.03.026,2021,journal-article,,Incidence and Management of Hip Fractures | Perioperative Cardiac Risk Assessment and Management | Frailty in Older Adults and Geriatric Care | Operative Management of Pelvic Fractures | Emergency Department Crowding,,Johannes H. Hegeman | Dieuwke van Dartel | Marloes Vermeer | Miriam Marie Rosé Vollenbroek-Hutten,BSS,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.jamda.2021.03.026,http://www.jamda.com/article/S1525861021003352/pdf,https://openalex.org/W3159586467,https://research.utwente.nl/en/publications/7233247d-fefd-4fa8-bfd9-0895f56a0154,https://ris.utwente.nl/ws/files/277096088/Van_dartel_2021_Early_predictors_for_discharge_to_g.pdf,,,Journal of the American Medical Directors Association,1525-8610,1538-9375,,22,12,2454-2460,7,,https://openalex.samuelmok.cc/paper/11951,https://openalex.samuelmok.cc/api/paper/11951,https://openalex.samuelmok.cc/api/pureentry/83914,https://openalex.samuelmok.cc/api/pilotpure/11522
Cross-seeding of alpha-synuclein aggregation by amyloid fibrils of food proteins,https://doi.org/10.1016/j.jbc.2021.100358,2021,journal-article,,Pathophysiology of Parkinson's Disease | Mechanisms of Alzheimer's Disease | Prion Diseases: Causes and Molecular Basis,,Kerensa Broersen | Mireille Maria Anna Elisabeth Claessens | Ine Segers-Nolten,BIOS,,True,gold,True,True,cc-by,,https://doi.org/10.1016/j.jbc.2021.100358,http://www.jbc.org/article/S0021925821001307/pdf,https://openalex.org/W3127978427,https://research.utwente.nl/en/publications/1785be95-022b-46f2-9045-351b5d0e5766,https://ris.utwente.nl/ws/files/252552043/Vaneyck_2021_Cross_seeding_of_alpha_synuclein_ag.pdf,http://www.scopus.com/inward/record.url?scp=85102501967&partnerID=8YFLogxK,,Journal of Biological Chemistry,0021-9258,1083-351X,Elsevier BV,296,,100358-100358,1,,https://openalex.samuelmok.cc/paper/11962,https://openalex.samuelmok.cc/api/paper/11962,https://openalex.samuelmok.cc/api/pureentry/87167,
In-vivo tongue stiffness measured by aspiration: Resting vs general anesthesia,https://doi.org/10.1016/j.jbiomech.2020.110147,2021,journal-article,,Diagnosis and Treatment of Voice Disorders | Dysphagia and Swallowing Disorders,,K.D.R. Kappert | Ferdinand van der Heijden,RAM,,True,hybrid,True,True,cc-by-nc-nd,,https://doi.org/10.1016/j.jbiomech.2020.110147,,https://openalex.org/W3107881057,https://research.utwente.nl/en/publications/6e0e3b6d-fb27-474b-a9fc-7b0f6ffd1904,https://ris.utwente.nl/ws/files/247408907/Kappert2020tongue.pdf,http://www.scopus.com/inward/record.url?scp=85097175572&partnerID=8YFLogxK,,Journal of Biomechanics,0021-9290,1873-2380,Elsevier BV,114,,110147-110147,1,,https://openalex.samuelmok.cc/paper/12013,https://openalex.samuelmok.cc/api/paper/12013,https://openalex.samuelmok.cc/api/pureentry/87120,https://openalex.samuelmok.cc/api/pilotpure/12383
Detection of foot contact in treadmill running with inertial and optical measurement systems,https://doi.org/10.1016/j.jbiomech.2021.110419,2021,journal-article,,Biomechanics of Running-Related Injuries | Prevention and Management of Diabetic Foot Ulcers | Ankle Injuries and Disorders in Sports Medicine | Sports Science and Performance Analysis | Gait Analysis and Fall Prevention in Elderly,,Jasper Reenalda,BSS,,True,hybrid,False,True,cc-by,,https://doi.org/10.1016/j.jbiomech.2021.110419,,https://openalex.org/W3156803017,https://research.utwente.nl/en/publications/9b7ea5a5-ba86-4d76-8ae2-3c53d4ac8075,https://ris.utwente.nl/ws/files/293251185/1_s2.0_S0021929021001998_main.pdf,http://www.scopus.com/inward/record.url?scp=85104147212&partnerID=8YFLogxK,,Journal of Biomechanics,0021-9290,1873-2380,Elsevier BV,121,,110419-110419,1,,https://openalex.samuelmok.cc/paper/12015,https://openalex.samuelmok.cc/api/paper/12015,https://openalex.samuelmok.cc/api/pureentry/85938,https://openalex.samuelmok.cc/api/pilotpure/11156
Multisine frequency modulation of intra-epidermal electric pulse sequences: A novel tool to study nociceptive processing,https://doi.org/10.1016/j.jneumeth.2021.109106,2021,journal-article,,Brain-Computer Interfaces in Neuroscience and Medicine | Neural Interface Technology | Neuronal Oscillations in Cortical Networks,,Jan R. Buitenweg | Alfred C. Schouten | Boudewijn van den Berg,BSS | NE,,True,green,True,True,,,https://doi.org/10.1016/j.jneumeth.2021.109106,,https://openalex.org/W3133339542,https://research.utwente.nl/en/publications/52e17e6e-4d95-43e9-b8be-b936dfb7a0be,https://ris.utwente.nl/ws/files/251344934/1_s2.0_S0165027021000418_main.pdf,,,Journal of Neuroscience Methods,0165-0270,1872-678X,Elsevier BV,353,,109106-109106,1,,https://openalex.samuelmok.cc/paper/12669,https://openalex.samuelmok.cc/api/paper/12669,https://openalex.samuelmok.cc/api/pureentry/86328,https://openalex.samuelmok.cc/api/pilotpure/12119
Multisine frequency modulation of intra-epidermal electric pulse sequences: A novel tool to study nociceptive processing,https://doi.org/10.1016/j.jneumeth.2021.109106,2021,journal-article,,Brain-Computer Interfaces in Neuroscience and Medicine | Neural Interface Technology | Neuronal Oscillations in Cortical Networks,,Jan R. Buitenweg | Alfred C. Schouten | Boudewijn van den Berg,BSS | NE,,True,green,True,True,,,https://doi.org/10.1016/j.jneumeth.2021.109106,,https://openalex.org/W3133339542,https://research.utwente.nl/en/publications/52e17e6e-4d95-43e9-b8be-b936dfb7a0be,https://ris.utwente.nl/ws/files/251344934/1_s2.0_S0165027021000418_main.pdf,,,Journal of Neuroscience Methods,0165-0270,1872-678X,Elsevier BV,353,,109106-109106,1,,https://openalex.samuelmok.cc/paper/12669,https://openalex.samuelmok.cc/api/paper/12669,https://openalex.samuelmok.cc/api/pureentry/86328,https://openalex.samuelmok.cc/api/pilotpure/12119
Mechanical stimulation is a key component in the development of pericellular matrix around human chondrocytes,https://doi.org/10.1016/j.joca.2021.02.189,2021,journal-article,,Osteoarthritis and Cartilage Repair | Anterior Cruciate Ligament Injuries in Athletes | Projections and Outcomes of Arthroplasty Surgery in the US,,Jan Hendriks | M. Karperien | Séverine Le Gac | L. Moreira Teixeira Leijten | Carlo Alberto Paggi,AMBER,,True,hybrid,False,True,publisher-specific-oa,,https://doi.org/10.1016/j.joca.2021.02.189,http://www.oarsijournal.com/article/S1063458421002260/pdf,https://openalex.org/W3156572236,,,,,Osteoarthritis and Cartilage,1063-4584,1522-9653,Elsevier BV,29,,S134-S134,1,,https://openalex.samuelmok.cc/paper/12731,https://openalex.samuelmok.cc/api/paper/12731,,
Burr detection and classification using RUSTICO and image processing,https://doi.org/10.1016/j.jocs.2021.101485,2021,journal-article,,Fabric Defect Detection in Industrial Applications | Advanced Monitoring of Machining Operations | Robust Line and Curve Detection using Hough Transform,,Nicola Strisciuglio,DMB,,True,hybrid,True,True,cc-by-nc-nd,,https://doi.org/10.1016/j.jocs.2021.101485,,https://openalex.org/W3212458545,https://research.utwente.nl/en/publications/6c14ad4f-f9a8-42e2-9f10-a3688c75e709,https://ris.utwente.nl/ws/files/275923974/1_s2.0_S1877750321001538_main.pdf,http://www.scopus.com/inward/record.url?scp=85120377993&partnerID=8YFLogxK,,Journal of Computational Science,1877-7503,1877-7511,Elsevier BV,56,,101485-101485,1,,https://openalex.samuelmok.cc/paper/12742,https://openalex.samuelmok.cc/api/paper/12742,https://openalex.samuelmok.cc/api/pureentry/84206,https://openalex.samuelmok.cc/api/pilotpure/9346
Enhanced lithiation dynamics in nanostructured Nb18W16O93 anodes,https://doi.org/10.1016/j.jpowsour.2020.228898,2021,journal-article,,Lithium-ion Battery Technology | Lithium Battery Technologies | Materials for Electrochemical Supercapacitors | Lithium-ion Battery Management in Electric Vehicles | Advanced Materials for Smart Windows,,Daniel M. Cunha | Johan E. ten Elshof | Mark Huijben | Yang Wang,BSS,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.jpowsour.2020.228898,,https://openalex.org/W3087287445,https://research.utwente.nl/en/publications/c23c0c7b-612d-42b8-8f5d-cf0058b084b8,https://ris.utwente.nl/ws/files/228436368/10.1016_j.jpowsour.2020.228898.pdf,http://www.scopus.com/inward/record.url?scp=85091219853&partnerID=8YFLogxK,,Journal of Power Sources,0378-7753,1873-2755,Elsevier BV,482,,228898-228898,1,,https://openalex.samuelmok.cc/paper/12786,https://openalex.samuelmok.cc/api/paper/12786,https://openalex.samuelmok.cc/api/pureentry/87054,
2D titanoniobate-titaniumcarbide nanohybrid anodes for ultrafast lithium-ion batteries,https://doi.org/10.1016/j.jpowsour.2021.230523,2021,journal-article,,"Two-Dimensional Transition Metal Carbides and Nitrides (MXenes) | Lithium-ion Battery Technology | Two-Dimensional Materials | Graphene: Properties, Synthesis, and Applications | Metal Matrix Composites: Science and Applications",,Johan E. ten Elshof | Mark Huijben | Mohammad Mehrali | Yang Wang | Jie Zheng,BSS,,True,hybrid,False,True,cc-by,,https://doi.org/10.1016/j.jpowsour.2021.230523,,https://openalex.org/W3201264981,https://research.utwente.nl/en/publications/529545c0-92e8-49e7-83e8-b9604e6a665c,https://ris.utwente.nl/ws/files/275067721/1_s2.0_S0378775321010247_main.pdf,http://www.scopus.com/inward/record.url?scp=85115000746&partnerID=8YFLogxK,,Journal of Power Sources,0378-7753,1873-2755,Elsevier BV,512,,230523-230523,1,,https://openalex.samuelmok.cc/paper/12787,https://openalex.samuelmok.cc/api/paper/12787,https://openalex.samuelmok.cc/api/pureentry/84164,
P42.02 Evaluating the Feasibility of a Deep Learning-Based Computer-Aided Detection System for Lung Nodule Detection in a Lung Cancer Screening Program,https://doi.org/10.1016/j.jtho.2021.01.826,2021,journal-article,,Diagnosis and Treatment of Lung Cancer | Radiomics in Medical Imaging Analysis | Applications of Deep Learning in Medical Imaging,,Raymond Veldhuis,DMB,,True,bronze,False,False,publisher-specific-oa,,https://doi.org/10.1016/j.jtho.2021.01.826,http://www.jto.org/article/S1556086421008686/pdf,https://openalex.org/W3139035865,,,,,Journal of Thoracic Oncology,1556-0864,1556-1380,Elsevier BV,16,3,S477-S478,2,,https://openalex.samuelmok.cc/paper/12865,https://openalex.samuelmok.cc/api/paper/12865,,
P42.06 Automatic Lung Nodule Detection by a Deep Learning-Based CAD System: The Value of Slab Thickness in the Maximum Intensity Projection Technique,https://doi.org/10.1016/j.jtho.2021.01.830,2021,journal-article,,Radiomics in Medical Imaging Analysis | Diagnosis and Treatment of Lung Cancer,,Raymond Veldhuis,DMB,,True,bronze,False,False,publisher-specific-oa,,https://doi.org/10.1016/j.jtho.2021.01.830,http://www.jto.org/article/S1556086421008728/pdf,https://openalex.org/W3138234854,,,,,Journal of Thoracic Oncology,1556-0864,1556-1380,Elsevier BV,16,3,S479-S480,2,,https://openalex.samuelmok.cc/paper/12866,https://openalex.samuelmok.cc/api/paper/12866,,
"Coupling between macrophage phenotype, angiogenesis and bone formation by calcium phosphates",https://doi.org/10.1016/j.msec.2021.111948,2021,journal-article,,,,Rongquan Duan | Lukas van Dijk | Huipin Yuan | Yang Zhang,DMB,,True,green,False,False,,,https://doi.org/10.1016/j.msec.2021.111948,,https://openalex.org/W3128417763,,,,,Materials Science and Engineering: C,0928-4931,1873-0191,Elsevier BV,122,,111948-111948,1,,https://openalex.samuelmok.cc/paper/13558,https://openalex.samuelmok.cc/api/paper/13558,,
Functional and morphological lumbar multifidus characteristics in subgroups with low back pain in primary care,https://doi.org/10.1016/j.msksp.2021.102429,2021,journal-article,,Global Burden of Chronic Pain | Pathophysiology of Lumbar Disc Degeneration and Treatment | Occupational Health in Emergency Responders and Military Personnel | Biochemicals Associated with Myofascial Pain and Inflammation | Epidemiology of Sports-Related Musculoskeletal Injuries,,Hermie Hermens | Job van der Palen,BSS,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.msksp.2021.102429,,https://openalex.org/W3179779319,https://research.utwente.nl/en/publications/f8f00cc2-92c4-44ed-9a21-1ff08380b105,https://ris.utwente.nl/ws/files/264274608/10.1016_j.msksp.2021.102429.pdf,http://www.scopus.com/inward/record.url?scp=85110021761&partnerID=8YFLogxK,,Musculoskeletal Science and Practice,2468-7812,2468-8630,Elsevier BV,55,,102429-102429,1,,https://openalex.samuelmok.cc/paper/13562,https://openalex.samuelmok.cc/api/paper/13562,https://openalex.samuelmok.cc/api/pureentry/84658,https://openalex.samuelmok.cc/api/pilotpure/11898
Direct ink writing of fluoropolymer/CNT-based superhydrophobic and corrosion-resistant electrodes for droplet energy harvesters and self-powered electronic skins,https://doi.org/10.1016/j.nanoen.2021.106095,2021,journal-article,,Wearable Nanogenerator Technology | Self-Reconfigurable Robotic Systems and Modular Robotics | Superhydrophobic Surface Technology,,Hao Wu,DMB,,True,green,True,True,,,https://doi.org/10.1016/j.nanoen.2021.106095,,https://openalex.org/W3158073427,https://research.utwente.nl/en/publications/9523117c-ddb2-4066-8bc6-51036180308a,https://ris.utwente.nl/ws/files/276813857/1_s2.0_S2211285521003517_main.pdf,http://www.scopus.com/inward/record.url?scp=85105358911&partnerID=8YFLogxK,,Nano Energy,2211-2855,2211-3282,Elsevier BV,86,,106095-106095,1,,https://openalex.samuelmok.cc/paper/13606,https://openalex.samuelmok.cc/api/paper/13606,https://openalex.samuelmok.cc/api/pureentry/85234,
An ensemble of autonomous auto-encoders for human activity recognition,https://doi.org/10.1016/j.neucom.2020.01.125,2021,journal-article,,Activity Recognition in Pervasive Computing Environments | Anomaly Detection in High-Dimensional Data | Clustering of Time Series Data and Algorithms | Human Action Recognition and Pose Estimation | Non-contact Physiological Monitoring Technology,,Joost N. Kok | João Mendes‐Moreira | Mannes Poel,DMB,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.neucom.2020.01.125,,https://openalex.org/W3122290193,https://research.utwente.nl/en/publications/3ed81324-9514-4173-957a-2545bb99461a,https://ris.utwente.nl/ws/files/263668508/Garcia2021ensemble.pdf,,,Neurocomputing,0925-2312,1872-8286,Elsevier BV,439,,271-280,10,,https://openalex.samuelmok.cc/paper/13631,https://openalex.samuelmok.cc/api/paper/13631,https://openalex.samuelmok.cc/api/pureentry/85705,https://openalex.samuelmok.cc/api/pilotpure/9705
Online electric vehicle charging with discrete charging rates,https://doi.org/10.1016/j.segan.2020.100423,2021,journal-article,,Integration of Electric Vehicles in Power Systems | Lithium-ion Battery Management in Electric Vehicles | Demand Response in Smart Grids | Control and Synchronization in Microgrid Systems | Implications of Shared Autonomous Vehicle Services,,Marco E. T. Gerards | Johann L. Hurink,CAES,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.segan.2020.100423,,https://openalex.org/W3111979238,https://research.utwente.nl/en/publications/2d59de37-aaff-4a53-aea4-93a58900e4cc,https://ris.utwente.nl/ws/files/248989416/10.1016_j.segan.2020.100423.pdf,http://www.scopus.com/inward/record.url?scp=85098455339&partnerID=8YFLogxK,,"Sustainable Energy, Grids and Networks",2352-4677,,Elsevier BV,25,,100423-100423,1,,https://openalex.samuelmok.cc/paper/14777,https://openalex.samuelmok.cc/api/paper/14777,https://openalex.samuelmok.cc/api/pureentry/86647,https://openalex.samuelmok.cc/api/pilotpure/9779
An evolutionary framework for maximizing influence propagation in social networks,https://doi.org/10.1016/j.simpa.2021.100107,2021,journal-article,,Statistical Mechanics of Complex Networks | Scalable Peer-to-Peer Network Architectures | Content-Centric Networking for Information Delivery,,Doina Bucur,DMB,,True,gold,,True,,,https://doi.org/10.1016/j.simpa.2021.100107,,https://openalex.org/W3183190463,https://research.utwente.nl/en/publications/6255451b-26b1-46e9-a0b6-d989a2a9b6d0,https://ris.utwente.nl/ws/files/275924412/1_s2.0_S2665963821000415_main.pdf,http://www.scopus.com/inward/record.url?scp=85115877091&partnerID=8YFLogxK,,Software Impacts,2665-9638,,,9,,100107-100107,1,,https://openalex.samuelmok.cc/paper/39243,https://openalex.samuelmok.cc/api/paper/39243,https://openalex.samuelmok.cc/api/pureentry/85227,https://openalex.samuelmok.cc/api/pilotpure/9350
A rapid and controllable acoustothermal microheater using thin film surface acoustic waves,https://doi.org/10.1016/j.sna.2020.112508,2021,journal-article,,Acoustic Wave Biosensors and Thin Film Resonators | Microfluidic Techniques for Particle Manipulation and Separation | Origins and Future of Microfluidics,,Pep Canyelles-Pericas,RAM,,True,green,True,True,,,https://doi.org/10.1016/j.sna.2020.112508,,https://openalex.org/W3113560897,https://research.utwente.nl/en/publications/e8f02acb-c550-4e54-a374-61f3f1047ce0,https://ris.utwente.nl/ws/files/299015717/1_s2.0_S0924424720318239_main.pdf,http://www.scopus.com/inward/record.url?scp=85098552424&partnerID=8YFLogxK,,Sensors and Actuators A: Physical,0924-4247,1873-3069,Elsevier BV,318,,112508-112508,1,,https://openalex.samuelmok.cc/paper/14889,https://openalex.samuelmok.cc/api/paper/14889,https://openalex.samuelmok.cc/api/pureentry/86915,
Current sensor optimization based on simulated transfer function under partial discharge pulses,https://doi.org/10.1016/j.sna.2021.112825,2021,journal-article,,Nanocomposite Dielectric Materials and Insulation | Magnetic Sensor Technology and Applications | Electrical Tomography Techniques | Networked Smart Transducer Interface Standard | Detection and Localization of Arc Faults in Electrical Systems,,Amr Madi | Douglas Nascimento | Waseem El Sayed,PE,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.sna.2021.112825,,https://openalex.org/W3161921024,https://research.utwente.nl/en/publications/03449d48-4e2b-442b-8ea4-d8b5ea981f33,https://ris.utwente.nl/ws/files/255170429/Nascimento_2021_Current_sensor_optimization_based_o.pdf,,,Sensors and Actuators A: Physical,0924-4247,1873-3069,Elsevier BV,329,,112825-112825,1,,https://openalex.samuelmok.cc/paper/14891,https://openalex.samuelmok.cc/api/paper/14891,https://openalex.samuelmok.cc/api/pureentry/84599,https://openalex.samuelmok.cc/api/pilotpure/12000
Current sensor optimization based on simulated transfer function under partial discharge pulses,https://doi.org/10.1016/j.sna.2021.112825,2021,journal-article,,Nanocomposite Dielectric Materials and Insulation | Magnetic Sensor Technology and Applications | Electrical Tomography Techniques | Networked Smart Transducer Interface Standard | Detection and Localization of Arc Faults in Electrical Systems,,Amr Madi | Douglas Nascimento | Waseem El Sayed,PE,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.sna.2021.112825,,https://openalex.org/W3161921024,https://research.utwente.nl/en/publications/03449d48-4e2b-442b-8ea4-d8b5ea981f33,https://ris.utwente.nl/ws/files/255170429/Nascimento_2021_Current_sensor_optimization_based_o.pdf,,,Sensors and Actuators A: Physical,0924-4247,1873-3069,Elsevier BV,329,,112825-112825,1,,https://openalex.samuelmok.cc/paper/14891,https://openalex.samuelmok.cc/api/paper/14891,https://openalex.samuelmok.cc/api/pureentry/84599,https://openalex.samuelmok.cc/api/pilotpure/12000
Current sensor optimization based on simulated transfer function under partial discharge pulses,https://doi.org/10.1016/j.sna.2021.112825,2021,journal-article,,Nanocomposite Dielectric Materials and Insulation | Magnetic Sensor Technology and Applications | Electrical Tomography Techniques | Networked Smart Transducer Interface Standard | Detection and Localization of Arc Faults in Electrical Systems,,Amr Madi | Douglas Nascimento | Waseem El Sayed,PE,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.sna.2021.112825,,https://openalex.org/W3161921024,https://research.utwente.nl/en/publications/03449d48-4e2b-442b-8ea4-d8b5ea981f33,https://ris.utwente.nl/ws/files/255170429/Nascimento_2021_Current_sensor_optimization_based_o.pdf,,,Sensors and Actuators A: Physical,0924-4247,1873-3069,Elsevier BV,329,,112825-112825,1,,https://openalex.samuelmok.cc/paper/14891,https://openalex.samuelmok.cc/api/paper/14891,https://openalex.samuelmok.cc/api/pureentry/84599,https://openalex.samuelmok.cc/api/pilotpure/12000
On-chip electrocatalytic NO sensing using ruthenium oxide nanorods,https://doi.org/10.1016/j.snb.2021.129631,2021,journal-article,,Electrochemical Biosensor Technology | Electrochemical Detection of Heavy Metal Ions | Advances in Chemical Sensor Technologies | Neural Interface Technology | Breath Analysis Technology,,Joshua Loessberg-Zahl | Bastian Mei | Ainoa Paradelo Rodríguez | Esther Tanumihardja | Albert van den Berg,BIOS,,True,green,True,True,,,https://doi.org/10.1016/j.snb.2021.129631,,https://openalex.org/W3126950322,https://research.utwente.nl/en/publications/4ad0cabc-8cb0-4f94-9d8b-940898b937f2,https://ris.utwente.nl/ws/files/251586536/Tanumihardja_2021_On_chip_electrocatalytic_no_sensing.pdf,http://www.scopus.com/inward/record.url?scp=85100864832&partnerID=8YFLogxK,,Sensors and Actuators B: Chemical,0925-4005,1873-3077,Elsevier BV,334,,129631-129631,1,,https://openalex.samuelmok.cc/paper/14922,https://openalex.samuelmok.cc/api/paper/14922,https://openalex.samuelmok.cc/api/pureentry/86069,https://openalex.samuelmok.cc/api/pilotpure/12111
On-chip electrocatalytic NO sensing using ruthenium oxide nanorods,https://doi.org/10.1016/j.snb.2021.129631,2021,journal-article,,Electrochemical Biosensor Technology | Electrochemical Detection of Heavy Metal Ions | Advances in Chemical Sensor Technologies | Neural Interface Technology | Breath Analysis Technology,,Joshua Loessberg-Zahl | Bastian Mei | Ainoa Paradelo Rodríguez | Esther Tanumihardja | Albert van den Berg,BIOS,,True,green,True,True,,,https://doi.org/10.1016/j.snb.2021.129631,,https://openalex.org/W3126950322,https://research.utwente.nl/en/publications/4ad0cabc-8cb0-4f94-9d8b-940898b937f2,https://ris.utwente.nl/ws/files/251586536/Tanumihardja_2021_On_chip_electrocatalytic_no_sensing.pdf,http://www.scopus.com/inward/record.url?scp=85100864832&partnerID=8YFLogxK,,Sensors and Actuators B: Chemical,0925-4005,1873-3077,Elsevier BV,334,,129631-129631,1,,https://openalex.samuelmok.cc/paper/14922,https://openalex.samuelmok.cc/api/paper/14922,https://openalex.samuelmok.cc/api/pureentry/86069,https://openalex.samuelmok.cc/api/pilotpure/12111
On-chip electrocatalytic NO sensing using ruthenium oxide nanorods,https://doi.org/10.1016/j.snb.2021.129631,2021,journal-article,,Electrochemical Biosensor Technology | Electrochemical Detection of Heavy Metal Ions | Advances in Chemical Sensor Technologies | Neural Interface Technology | Breath Analysis Technology,,Joshua Loessberg-Zahl | Bastian Mei | Ainoa Paradelo Rodríguez | Esther Tanumihardja | Albert van den Berg,BIOS,,True,green,True,True,,,https://doi.org/10.1016/j.snb.2021.129631,,https://openalex.org/W3126950322,https://research.utwente.nl/en/publications/4ad0cabc-8cb0-4f94-9d8b-940898b937f2,https://ris.utwente.nl/ws/files/251586536/Tanumihardja_2021_On_chip_electrocatalytic_no_sensing.pdf,http://www.scopus.com/inward/record.url?scp=85100864832&partnerID=8YFLogxK,,Sensors and Actuators B: Chemical,0925-4005,1873-3077,Elsevier BV,334,,129631-129631,1,,https://openalex.samuelmok.cc/paper/14922,https://openalex.samuelmok.cc/api/paper/14922,https://openalex.samuelmok.cc/api/pureentry/86069,https://openalex.samuelmok.cc/api/pilotpure/12111
Use of 3D printed connectors to redesign full face snorkeling masks in the COVID-19 era: A preliminary technical case-study,https://doi.org/10.1016/j.stlm.2021.100023,2021,journal-article,,,,Vincent Groenhuis,RAM,,True,gold,False,True,cc-by-nc-nd,,https://doi.org/10.1016/j.stlm.2021.100023,,https://openalex.org/W3174128924,https://research.utwente.nl/en/publications/1227491f-5284-4ebf-8256-188c43352db5,https://ris.utwente.nl/ws/files/263892718/1_s2.0_S2666964121000187_main.pdf,,,Annals of 3D Printed Medicine,2666-9641,,,3,,100023-100023,1,,https://openalex.samuelmok.cc/paper/15041,https://openalex.samuelmok.cc/api/paper/15041,https://openalex.samuelmok.cc/api/pureentry/85548,https://openalex.samuelmok.cc/api/pilotpure/11938
Understanding and Assisting Reproduction in Wildlife Species Using Microfluidics,https://doi.org/10.1016/j.tibtech.2020.08.012,2021,journal-article,,Wildlife Ecology and Conservation Biology | Factors Affecting Sagebrush Ecosystems and Wildlife Conservation | Species Distribution Modeling and Climate Change Impacts | Biodiversity Conservation and Ecosystem Management | Fertility Preservation in Cancer Patients,,Séverine Le Gac,AMBER,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.tibtech.2020.08.012,http://www.cell.com/article/S0167779920302341/pdf,https://openalex.org/W3092571024,https://research.utwente.nl/en/publications/e43e91a8-eed1-4570-b804-ddb18e4d46e5,https://ris.utwente.nl/ws/files/264108435/1_s2.0_S0167779920302341_main.pdf,http://www.scopus.com/inward/record.url?scp=85092238691&partnerID=8YFLogxK,,Trends in Biotechnology,1879-3096,0167-7799,Elsevier BV,39,6,584-597,14,,https://openalex.samuelmok.cc/paper/15280,https://openalex.samuelmok.cc/api/paper/15280,https://openalex.samuelmok.cc/api/pureentry/85763,https://openalex.samuelmok.cc/api/pilotpure/12411
Multiorgan-on-a-Chip: A Systemic Approach To Model and Decipher Inter-Organ Communication,https://doi.org/10.1016/j.tibtech.2020.11.014,2021,journal-article,,3D Bioprinting Technology | Droplet Microfluidics Technology | Stochasticity in Gene Regulatory Networks,,Séverine Le Gac,AMBER,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.tibtech.2020.11.014,http://www.cell.com/article/S0167779920303097/pdf,https://openalex.org/W3126348959,https://research.utwente.nl/en/publications/b3b252b8-6439-4bab-93c3-0d4d5a60e851,https://ris.utwente.nl/ws/files/276574050/Picollet_D_hahan2022multiorgan.pdf,http://www.scopus.com/inward/record.url?scp=85100421002&partnerID=8YFLogxK,,Trends in Biotechnology,1879-3096,0167-7799,Elsevier BV,39,8,788-810,23,,https://openalex.samuelmok.cc/paper/15281,https://openalex.samuelmok.cc/api/paper/15281,https://openalex.samuelmok.cc/api/pureentry/85231,https://openalex.samuelmok.cc/api/pilotpure/11553
Ultrasound versus Computed Tomography Assessment of Focal Lung Aeration in Invasively Ventilated ICU Patients,https://doi.org/10.1016/j.ultrasmedbio.2021.05.019,2021,journal-article,,,,Ferdinand van der Heijden,RAM,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.ultrasmedbio.2021.05.019,http://www.umbjournal.org/article/S0301562921002490/pdf,https://openalex.org/W3177189567,https://research.utwente.nl/en/publications/6f66ee6d-fa20-4ca5-8ccd-44df9761d224,https://ris.utwente.nl/ws/files/264083269/Smit_2021_Ultrasound_versus_computed_tomograp.pdf,http://www.scopus.com/inward/record.url?scp=85109397549&partnerID=8YFLogxK,,Ultrasound in Medicine and Biology,0301-5629,1879-291X,Elsevier BV,47,9,2589-2597,9,,https://openalex.samuelmok.cc/paper/15531,https://openalex.samuelmok.cc/api/paper/15531,https://openalex.samuelmok.cc/api/pureentry/84960,https://openalex.samuelmok.cc/api/pilotpure/11905
Contributions of different scales of turbulent motions to the mean wall-shear stress in open channel flows at low-to-moderate Reynolds numbers,https://doi.org/10.1017/jfm.2021.236,2021,journal-article,,,,Guiquan Wang,BSS,,False,closed,False,False,,,https://doi.org/10.1017/jfm.2021.236,,https://openalex.org/W3163744528,,,,,Journal of Fluid Mechanics,0022-1120,1469-7645,Cambridge University Press (CUP),918,,,,,https://openalex.samuelmok.cc/paper/15973,https://openalex.samuelmok.cc/api/paper/15973,,
Additional spanwise vortices near the free surface in open channel flows,https://doi.org/10.1017/jfm.2021.641,2021,journal-article,,,,Guiquan Wang,BSS,,False,closed,False,False,,,https://doi.org/10.1017/jfm.2021.641,,https://openalex.org/W3192949709,,,,,Journal of Fluid Mechanics,0022-1120,1469-7645,Cambridge University Press (CUP),924,,,,,https://openalex.samuelmok.cc/paper/15986,https://openalex.samuelmok.cc/api/paper/15986,,
